sentence,label
"['Onze', 'klagten', 'zouden', 'rusten', 'op', 'een', 'grond', ',', 'die', 'niet', 'kan', 'worden', 'weggenomen', ',', 'en', 'voet', 'geeven', 'tot', 'een', 'geestgesteltenisse', ',', 'geheel', 'onvoldoenbaar', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Dans', 'wonder', 'niet', 'Dat', 'groet', 'verdriet', 'Heeft', 'therte', ',', 'ende', 'rouwe', ',', 'Alst', 'doen', 'siet', 'Daer', 'af', 'en', 'sciet', 'Noit', 'doer', 'trouwe', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['De', 'reyne', 'Liefd', 'stinckt', 'in', 'dees', 'landen', ':', 'Zy', 'minnen', 'Nummulariam', ':', 'Verheven', 'is', 'des', 'goudt', 'bloems', 'stam', ':', 'Satyrion', 'o', 'schandt', 'der', 'schanden', '!', 'Ghebruycken', 'sy', 'tot', 'onreyn', 'branden', ':', 'Naer', 'my', 'niet', 'taelet', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'Liefden', 'daer', 'Groyen', 'oock', 'alle', 'goede', 'vruchten', 'wel', ':', 'Maer', 'waer', 'Iudas', 'zijnen', 'aert', 'baert', 'elck', 'in', 'onvrede', 'leeft', ':', 'Invidiae', 'fenijn', 'doet', 'de', 'vrede', 'haest', 'vluchten', 'snel', ':', 'Ioabs', 'verradelick', 'cussen', 'noch', 't', 'allen', 'Steden', 'cleeft', ':', 'Aen', 't', 'Arents', 'gebroetsel', ',', 't', 'welc', 'menich', 'hert', 'duersneden', 'heeft', ':', 'Duer', 'den', 'versierden', 'paeys', 'die', 'vol', 'dootlick', 'afgrijsen', 'is', ':', 'Hier', 'van', 'ons', 'den', 'Regele', 'nu', 'claerlick', 'reden', 'geeft', ',', 'Voor', 'een', 'beveynsde', 'Paeys', ',', 'een', 'rechte', 'krijgh', 'te', 'prijsen', 'is', '.']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['De', 'twee', 'hazewindhonden', 'lagen', 'stervend', 'op', 'den', 'vloer', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['onze', 'lust', 'Om', 'God', 'te', 'dienen', 'en', 'het', 'leidend', 'Lam', 'te', 'volgen', ';', 'Houdt', 'moed', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['Dies', 'so', 'gy', 'schildert', 'wilt', 'hem', 'mee', 'vercieren', ',', 'En', 'krans', 'sijn', 'hooft', 'met', 'groene', 'Lauwerieren', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]"
"['Doch', 'moet', 'hij', ',', 'die', 'gewend', 'aan', 't', 'naar', 'geblaet', 'der', 'schapen', ',', 'En', 'aan', 't', 'gebulk', 'des', 'stiers', ',', 't', 'gegnor', 'van', 't', 'morsig', 'zwijn', ',', 'En', 'aan', 't', 'geloei', 'der', 'koe', ',', 'niet', 'als', 'een', 'aap', 'staan', 'gapen', 'Bij', 'elken', 'klank', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['Gedurende', 'eeuwen', 'kende', 'men', 'de', 'eigenschappen', 'karel', 'de', 'groote', 'en', 'zijn', 'tijd', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Dus', 'spreeckt', 'een', 'geleerd', 'Man', ',', 'de', 'Heer', 'Erasmus', 'Franciscus', ',', 'hier', 'van', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Let', 'alverder', 'op', 'den', 'trots', 'dezer', 'mier', 'aan', 'de', 'regterhand', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['De', 'Amsterdammers', 'dansten', 'al', ',', 'eer', 'de', 'boom', 'nog', 'stond', ';', 'zij', 'dansten', 'voor', 'en', 'in', 't', 'Wapen', 'van', 'Emden', 'op', 'den', 'Nieuwendijk', ',', 'dat', 'geheel', 'het', 'gebouw', 'daverde', ',', 'zegt', 'Lieve', 'Van', 'Ollefen', ',', 'die', 'er', 'bij', 'geweest', 'is', ',', 'en', 'dat', 'duurde', 'den', 'gantschen', 'nacht', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Er', 'moet', 'byster', 'veel', 'schelvisch', 'zyn', ',', 'geloof', 'ik', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['En', 'voor', 'den', 'boom', ',', 'die', 't', 'beeldje', 'droeg', ',', 'Daar', 'kwam', 'hij', 'laat', ',', 'daar', 'kwam', 'hij', 'vroeg', ',', 'En', 'stamelde', 'er', 'een', 'bede', ';', 'En', 'wijl', 'dit', 'God', 'gevallig', 'scheen', ',', 'Begaven', 'zich', 'er', 'meerdren', 'heen', 'En', 'knielden', 'met', 'hem', 'mede', '.']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Toen', 'kwam', 'een', 'schyngedaente', ',', 'uit', 'd', 'afgrond', 'opgerezen', ',', 'Een', 'bange', 'schim', 'hem', 'voor', ':', 'de', 'trekken', 'van', 'haer', 'wezen', 'Verkondden', 'angst', ';', 'zy', 'was', 'van', 'aenschyn', 'bleek', ',', 'maer', 'schoon', ';', 'Zy', 'droeg', 'een', 'treurwilg', 'en', 'cipressentwyg', 'als', 'kroon', 'Op', 't', 'maegdenhoofd', ',', 'en', 'hield', 'den', 'schedel', 'neêrgebogen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['By', 'de', 'Potagie', 'suldy', 'verstaen', 'ende', 'mercken', 'dat', 'van', 'Godt', 'komen', 'alle', 'kruyden', 'der', 'dorrer', 'eerde', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
"['Doch', 'aan', 'den', 'trans', 'daar', 'vlamde', ',', 'in', 'vollen', 'luister', ',', 't', 'goudglanzend', 'ijllicht', 'wijd', 'door', 'de', 'avondlucht', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Neen', ',', 'van', 'my', 'maekt', 'gy', 'geen', 'schaep', '.']","[0, 0, 0, 0, 0, 0, 0, 1, 0]"
"['Hoort', 'gij', 'den', 'vriendelijken', 'tolk', 'der', 'bloemen', '?']","[0, 0, 0, 0, 0, 0, 3, 0]"
"['Uit', 'deze', 'korte', 'schets', 'van', 'het', 'leven', 'des', 'waardigen', 'mans', ',', 'op', 'wien', 'de', 'Maatschappij', ',', 'als', 'haar', 'medelid', ',', 'sedert', 'het', 'jaar', '1807', ',', 'billijk', 'roem', 'mogt', 'dragen', ',', 'zal', 'U', 'reeds', 'gebleken', 'zijn', ',', 'dat', 'hij', 'in', 'de', 'door', 'hem', 'gekozene', 'loopbaan', 'niets', 'minder', 'dan', 'voorspoedig', 'genoemd', 'mag', 'worden', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Shakspeare', 'voelde', 'bittere', 'verwijtingen', '.']","[0, 0, 0, 0, 0]"
"['Het', 'leven', 'is', 'de', 'betrekking', ',', 'waarin', 'het', 'planten', 'of', 'het', 'dierlijk', 'ligchaam', 'met', 'de', 'omringende', 'natuur', 'staat', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Daarom', 'heeft', 'de', 'Maandelijksche', 'Vergadering', 'besloten', 'op', 'deze', 'wijze', 'voort', 'te', 'gaan', 'en', 'de', 'jaarlijksche', 'bundel', 'der', 'Levensberichten', 'in', 'het', 'vervolg', 'afgescheiden', 'van', 'de', 'Hande', 'lingen', 'der', 'Algemeene', 'Vergadering', 'te', 'doen', 'verschijnen', ',', 'terwijl', 'gij', 'in', 'de', 'plaats', 'daarvan', 'onder', 'den', 'titel', 'van', ':', 'Handelingen', 'en', 'Mededeelingen', 'zult', 'ontvangen', 'de', 'Verslagen', 'van', 'het', 'verhandelde', 'op', 'onze', 'Jaarlijksche', 'en', 'Maandelijksche', 'bijeenkomsten', ',', 'met', 'die', 'der', 'Commissie', 'Vergaderingen', 'en', 'de', 'rapporten', 'van', 'den', 'Bibliothecaris', 'omtrent', 'Handschriften', 'enz', '.', ';', 'daarachter', 'zal', 'gedrukt', 'worden', 'wat', 'op', 'de', 'Vergaderingen', 'is', 'ter', 'tafel', 'gebracht', ',', 'meer', 'of', 'min', 'uitvoerig', ',', 'al', 'nadat', 'de', 'spreker', 'het', 'wenschen', 'of', 'het', 'gesprokene', 'het', 'vorderen', 'zal', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', '.', 'Blykt', 'dat', 'niet', 'en', 'uit', 'de', 'Schepping', 'van', 'zulk', 'een', 'groot', 'getal', 'van', 'Planten', ',', 'en', 'uit', 'de', 'zorgvuldige', 'onderhouding', ',', 'welke', 'Hy', 'aan', 'dezelven', 'besteed', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ongerezen', 'brood', ',', 'of', 'Koeken', 'is', 'ook', 'kwaad', ';', 'Pannekoeken', ',', 'Pasteikorsten', ',', 'en', 'Taarten', 'zyn', 'ook', 'niet', 'goed', ';', 'zo', 'wel', 'als', 'Erweten', ',', 'Bonen', ',', 'Kastanjen', ',', 'Aard', 'appelen', ',', 'en', 'alle', 'winderig', 'goed', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 3, 0, 3, 4, 0, 0, 0, 0, 0, 0]"
"['Na', 'dit', 'koddich', 'ginne', 'gappen', ',', 'Sey', 'zy', 'och', 'gy', 'doetme', 'seer', 'k', 'Moet', 'mijn', 'Stickie', 'of', 'gaen', 'trappen', ',', 'Keert', 'gy', 'aanie', 'Vissen', 'weer', ',', 'Maar', 'soo', 'haest', 'ick', 'weer', 'als', 'voren', ',', 'Teech', 'na', 'groene', 'Kruycke', 'blaan', 'Was', 'mijn', 'Worm', 'Slof', 'verlooren', ',', 'En', 'ick', 'bleef', 'verlegen', 'staan', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Maer', 'k', 'hoop', 'neen', '.']","[0, 0, 0, 0, 0]"
"['wat', 'leep', 'suchts', 'en', 'geswels', '.']","[0, 0, 0, 0, 0, 0]"
"['De', 'Priester', 'hadt', 'my', 'steeds', 'vermeld', ',', 'dat', 'hy', 'een', 'mensch', 'was', 'van', 'eene', 'kwaadaartige', 'gesteltenis', ',', 'en', 'geen', 'Vriend', 'der', 'Engelschen', ':', 'de', 'herhaalde', 'ontdekkingen', 'zyner', 'Verraaderye', 'hadden', 'ons', 'overtuigd', 'van', 'de', 'waarheid', 'deezer', 'berigten', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Het', 'laatste', 'werk', 'van', 'Brederoô', 'wordt', 'voor', 'geen', 'minder', 'meesterstuk', 'gehouden', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Maar', 'op', 'den', 'Wortel', 'des', 'Brems', 'groeit', 'een', 'Gewas', ',', 'dat', 'door', 'de', 'Oude', 'Kruidkundigen', 'Rapum', 'Genistae', ',', 'Brem', 'Raap', ',', 'en', 'door', 'laatere', 'Schryvers', 'Orobanche', ',', 'in', 't', 'Nederdnitsch', 'Leeuwenstaart', ',', 'ook', 'Smeerkruid', ',', 'genaamd', 'word', '.']","[0, 0, 0, 3, 4, 4, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3, 4, 0, 3, 4, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0, 3, 0, 0, 0, 0]"
"['Zoo', 'lang', 'als', 't', 'beesje', 'lei', 'Was', 'het', 'kermis', 'in', 'de', 'weî', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"['De', 'kop', ',', 'zegt', 'hy', ',', 'maakte', 'de', 'helft', 'van', 'den', 'visch', 'uit', ',', 'en', 'had', 'ene', 'byzondere', 'gestalte', ',', 'byna', 'als', 'de', 'kolf', 'van', 'een', 'snaphaan', ',', 'of', 'het', 'omgekeerd', 'voorste', 'gedeelte', 'van', 'een', 'schoenleest', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ik', 'was', 'zo', 'gelukkig', 'geweest', ',', 'dat', 'ik', 'drie', 'Zebraas', 'doodde', ';', 'wel', 'voldaan', 'over', 'dit', 'gelukkig', 'slaagen', ',', 'keerde', 'ik', 'na', 'onze', 'Legerplaats', 'te', 'rug', ',', 'op', 'omtrent', 'eene', 'myl', 'van', 'de', 'plaats', ',', 'waar', 'het', 'jagtgeluk', 'my', 'dus', 'begunstigd', 'hadt', ',', 'om', 'last', 'te', 'geeven', ',', 'dat', 'men', 'een', 'wagen', 'aanvoerde', 'ter', 'weghaalinge', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Ik', 'ben', 'een', 'nedrig', 'schepsel', 'Gods', ',', 'Mijnheer', 'de', 'Baron', '!']","[0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0]"
"['Hij', 'schreef', ':', 'Prodromus', 'Chymiae', 'rationalis', ',', 'Lugd', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Woon', 'gy', ',', 'en', 'uw', 'gemalin', ',', 'zeide', 'Mahomet', ',', 'in', 't', 'Paradys', ',', 'en', 'eet', 'en', 'drinkt', 'van', 'al', 't', 'geen', ',', 'dat', 'daar', 'is', ':', 'wacht', 'u', 'alleenlijk', 'van', 'deze', 'boom', 'te', 'naderen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
"['Ick', 'en', 'twijffele', 'niet', ',', 'of', 'dit', 'werck', 'sal', 'ten', 'hooghsten', 'aengenaem', 'wesen', 'aen', 'alle', 'Nederlantsche', 'redenrijcke', 'geesten', ',', 'uyt', 'oorsaek', 'van', 'sijne', 'uytnemende', 'verheventheyt', 'in', 'stoffe', 'en', 'stijl', ':', 'het', 'is', 'het', 'leste', 'werck', 'van', 'dien', 'hooghverlichten', 'gheest', ',', 'die', 'de', 'Nederlandsche', 'taele', 'in', 'alle', 'sijne', 'wercken', 'ghestelt', 'heeft', 'op', 'een', 'trap', ',', 'die', 'noyt', 'poët', 'voor', 'hem', 'en', 'heeft', 'konnen', 'bereycken', ':', 'Hope', 'dan', 'dat', 'den', 'leser', 'daer', 'in', 'vinden', 'sal', 'den', 'geest', 'van', 'M', '.', 'De', 'Zwaen', ',', 'en', 'waerdeerende', 'mijnen', 'arbeyt', ',', 'soo', 'sal', 'ick', 'my', 'bereyden', 'om', 'noch', 'een', 'ander', 'in', 'het', 'licht', 'te', 'brengen', ',', 'op', 't', 'selve', 'formaet', 'van', 'dit', 'stuck', ',', 'om', 'hier', 'achter', 'by', 'te', 'voegen', ',', 'oock', 'door', 'den', 'voorseyden', 'auteur', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Toledo', ',', 'tegen', 'een', 'van', 'zyn', 'Hoofdlieden', ',', 'na', 'dat', 'hy', 'een', 'wyl', 'in', 'gepeins', 'is', 'geweest', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['want', 'ik', 'weet', 'wel', ',', 'dat', 'jij', 'een', 'aardsch', 'platjen', 'bent', ',', 'en', 'dat', 'mag', 'ik', 'wel', 'zien', ';', 'ik', 'wou', 'dat', 'keetje', 'ook', 'zo', 'wat', 'potzig', 'was', ',', 'doch', 'daarom', 'niet', ',', 'ieder', 'heeft', 'zijn', 'humeur', ':', 'zie', ',', 'bet', 'lief', ',', 'ik', 'vertrouw', 'je', 'niet', 'verder', 'dan', 'ik', 'je', 'zie', ';', 'doch', 'is', 'het', 'waarlijk', 'zo', ',', 'dan', 'moet', 'ik', 'bekennen', ',', 'dat', 'er', 'meer', 'gekken', 'buiten', 'dan', 'binnen', 'de', 'zottehuizen', 'zijn', ':', 'want', ',', 'ik', 'voor', 'mij', 'kan', 'niets', 'doller', 'bedenken', ',', 'dan', 'dat', 'ik', 'mij', 'airs', 'geef', 'op', 'bedrijven', ',', 'die', 'lang', 'gebeurd', 'en', 'vergeten', 'waren', ',', 'eer', 'ik', 'op', 'de', 'wereld', 'kwam', ';', 'en', 'van', 'al', 'dat', 'gevecht', 'houde', 'ik', 'niet', 'meer', ',', 'als', 'van', 'den', 'oorlog', ':', 'ja', ',', 'ik', 'ken', 'die', 'driftige', 'potentaten', 'die', 'aanstonds', 'op', 'hun', 'paard', 'zijn', ';', 'uw', 'Oom', 'is', 'ook', 'schrikkelijk', 'driftig', ',', 'als', 'hij', 'boos', 'wordt', ';', 'en', 'zo', 'hij', 'een', 'generaal', 'of', 'zo', 'een', 'ding', 'was', ',', 'zou', 'hij', 'zijn', 'man', 'wel', 'staan', 'durven', ',', 'dat', 'moet', 'ik', 'hem', 'ter', 'eere', 'nageeven', ':', 'ik', 'versta', 'al', 'het', 'overige', 'niet', 'recht', ',', 'en', 'geloof', 'dat', 'je', 'Tante', 'zo', 'wat', 'fopt', ',', 'of', 'voor', 't', 'mafje', 'houd', ':', 'nu', ',', 'als', 'je', 'moeder', 'het', 'maar', 'niet', 'weet', 'is', 'dat', 'niet', 'met', 'al', ';', 'ik', 'knor', 'wel', 'op', 'mijn', 'volk', ',', 'maar', 'niet', 'uit', 'grootschheid', ',', 'en', 'om', 'dat', 'ik', 'van', 'adel', 'ben', ',', 'maar', 'om', 'dat', 'ik', 'allen', 'betaal', 'om', 'mijn', 'zin', 'te', 'doen', ';', 'ofschoon', 'mijn', 'hoofd', 'niet', 'wèl', 'staat', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['A', '.', 'Een', 'verwarde', 'klomp', ',', 'bestaande', 'uyt', 'ontvelde', 'en', 'vleesagtige', 'heuveltjens', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Uw', 'ooghskens', 'die', 'lacchen', 'soo', 'vrindelyck', 'op', 'my', 'En', 'maecken', 'my', 'soo', 'bly', ',', 'Dat', 'ick', 'van', 'liefde', 'sterf', 'Soo', 'ick', 'die', 'ooghskens', 'derf', ',', 'Elck', 'straeltjen', 'van', 'dat', 'licht', 'Is', 'eenen', 'minne', 'schicht', ',', 'Elck', 'ooghen', 'blicksken', 'dat', 'myn', 'ziel', 'belonckt', 'Maeckt', 'dat', 'myn', 'ziel', 'in', 'uwe', 'liefde', 'vonckt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Naarmate', 'derhalve', 'de', 'natuur', 'en', 'geneeskundige', 'minder', 'met', 'deze', 'taal', 'bekend', 'is', ',', 'naar', 'die', 'mate', 'zal', 'er', 'voor', 'hem', 'meer', 'behoefte', 'bestaan', 'aan', 'een', 'werk', ',', 'dat', 'zijn', 'begrip', 'en', 'daardoor', 'zijn', 'geheugen', 'te', 'hulp', 'komt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Het', 'welcke', 'Nicostratus', 'siende', ',', 'begonde', 'hy', 'te', 'roepen', ':', 'Snoode', 'Wijf', 'wat', 'ist', 'dat', 'ghy', 'doet', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['De', 'Vader', 'ach', ',', 'geen', 'vader', 'meer', '!']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Men', 'zag', 'dezelve', 'aan', 'met', 'eene', 'afkeurende', 'verontwaardiging', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['gij', ',', 'die', 'vijf', 'lentes', 'lang', 'uw', 'nestje', 'hebt', 'doen', 'hangen', 'tusschen', 'de', 'rozen', ',', 'en', 'de', 'kamperfoelie', ',', 'en', 'het', 'klimop', ',', 'en', 'de', 'clematis', ',', 'die', 'om', 'het', 'venster', 'van', 'mijn', 'studeervertrek', ',', 'in', 'ons', 'optrekje', ',', 'hunne', 'bloesems', 'winden', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['vertieren', ',', 'komt', 'van', 'tier', ',', 'het', 'welk', 'beteekend', 'lust', ',', 'vermaak', ':', 'hij', 'heeft', 'geen', 'tier', ':', 'soo', 'ook', 'tieren', ',', 'welvaarend', 'sijn', ':', 'dat', 'Vee', 'wil', 'hier', 'niet', 'tieren', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
